monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F16819_STM_G1	mk4.030075.00, mk4.016021.01	429381_stm.5679.faa	429381_stm.5679.faa.msa	429381_stm.5679.faa.msa.tree.	S. mediterranea
F16820_STM_G1	mk4.006266.01, mk4.017197.01	429396_stm.5694.faa	429396_stm.5694.faa.msa	429396_stm.5694.faa.msa.tree.	S. mediterranea
F16821_STM_G1	mk4.013757.00, mk4.009611.00	429400_stm.5698.faa	429400_stm.5698.faa.msa	429400_stm.5698.faa.msa.tree.	S. mediterranea
F16822_STM_G1	mk4.003898.02, mk4.003258.05, mk4.006297.00, mk4.001002.11, mk4.003258.04, mk4.015007.00, mk4.003898.03, mk4.020979.01, mk4.004559.00	429418_stm.5716.faa	429418_stm.5716.faa.msa	429418_stm.5716.faa.msa.tree.	S. mediterranea
F16823_STM_G1	mk4.006584.00, mk4.001322.05	429420_stm.5718.faa	429420_stm.5718.faa.msa	429420_stm.5718.faa.msa.tree.	S. mediterranea
F16824_STM_G1	mk4.017925.01, mk4.005996.00, mk4.000246.00, mk4.000416.05	429437_stm.5735.faa	429437_stm.5735.faa.msa	429437_stm.5735.faa.msa.tree.	S. mediterranea
F16825_STM_G1	mk4.026117.01, mk4.021214.00	429443_stm.5741.faa	429443_stm.5741.faa.msa	429443_stm.5741.faa.msa.tree.	S. mediterranea
F16826_STM_G1	mk4.000698.04, mk4.010211.00	429448_stm.5746.faa	429448_stm.5746.faa.msa	429448_stm.5746.faa.msa.tree.	S. mediterranea
F16827_STM_G1	mk4.022603.00, mk4.011066.02	429462_stm.5760.faa	429462_stm.5760.faa.msa	429462_stm.5760.faa.msa.tree.	S. mediterranea
F16828_STM_G1	mk4.026672.00, mk4.000508.00, mk4.001189.08	429466_stm.5764.faa	429466_stm.5764.faa.msa	429466_stm.5764.faa.msa.tree.	S. mediterranea
F16829_STM_G1	mk4.008950.04, mk4.025904.00, mk4.024479.00, mk4.007205.02, mk4.003459.02	429485_stm.5783.faa	429485_stm.5783.faa.msa	429485_stm.5783.faa.msa.tree.	S. mediterranea
F16830_STM_G1	mk4.004968.00, mk4.017124.01	429492_stm.5790.faa	429492_stm.5790.faa.msa	429492_stm.5790.faa.msa.tree.	S. mediterranea
F16831_STM_G1	mk4.033395.00, mk4.010082.00	429494_stm.5792.faa	429494_stm.5792.faa.msa	429494_stm.5792.faa.msa.tree.	S. mediterranea
F16832_STM_G1	mk4.006273.00, mk4.005775.04, mk4.000020.05	429497_stm.5795.faa	429497_stm.5795.faa.msa	429497_stm.5795.faa.msa.tree.	S. mediterranea
F16833_STM_G1	mk4.025198.03, mk4.003547.00	429506_stm.5804.faa	429506_stm.5804.faa.msa	429506_stm.5804.faa.msa.tree.	S. mediterranea
F16834_STM_G1	mk4.026184.00, mk4.011185.00	429512_stm.5810.faa	429512_stm.5810.faa.msa	429512_stm.5810.faa.msa.tree.	S. mediterranea
F16835_STM_G1	mk4.003311.02, mk4.003969.00, mk4.004739.00, mk4.037191.00	429514_stm.5812.faa	429514_stm.5812.faa.msa	429514_stm.5812.faa.msa.tree.	S. mediterranea
F16836_STM_G1	mk4.015096.01, mk4.009930.03, mk4.000884.11, mk4.003489.03, mk4.016735.01, mk4.000707.03, mk4.000125.00, mk4.001428.03, mk4.015361.00, mk4.000341.08, mk4.000341.04, mk4.013777.00	429518_stm.5816.faa	429518_stm.5816.faa.msa	429518_stm.5816.faa.msa.tree.	S. mediterranea
F16837_STM_G1	mk4.035652.00, mk4.057632.00	429523_stm.5821.faa	429523_stm.5821.faa.msa	429523_stm.5821.faa.msa.tree.	S. mediterranea
F16838_STM_G1	mk4.005944.01, mk4.004250.00	429524_stm.5822.faa	429524_stm.5822.faa.msa	429524_stm.5822.faa.msa.tree.	S. mediterranea
F16839_STM_G1	mk4.017480.00, mk4.008859.00	429531_stm.5829.faa	429531_stm.5829.faa.msa	429531_stm.5829.faa.msa.tree.	S. mediterranea
F16841_STM_G1	mk4.032205.00, mk4.051627.00	429541_stm.5839.faa	429541_stm.5839.faa.msa	429541_stm.5839.faa.msa.tree.	S. mediterranea
F16843_STM_G1	mk4.000893.01, mk4.001833.01, mk4.009581.00	429561_stm.5859.faa	429561_stm.5859.faa.msa	429561_stm.5859.faa.msa.tree.	S. mediterranea
F16844_STM_G1	mk4.002220.04, mk4.000002.11, mk4.003459.01	429563_stm.5861.faa	429563_stm.5861.faa.msa	429563_stm.5861.faa.msa.tree.	S. mediterranea
F16846_STM_G1	mk4.006992.02, mk4.007268.01	429573_stm.5871.faa	429573_stm.5871.faa.msa	429573_stm.5871.faa.msa.tree.	S. mediterranea
F16847_STM_G1	mk4.003291.01, mk4.006552.03	429574_stm.5872.faa	429574_stm.5872.faa.msa	429574_stm.5872.faa.msa.tree.	S. mediterranea
F16848_STM_G1	mk4.022346.00, mk4.005025.00, mk4.000730.01, mk4.003825.01, mk4.007126.01, mk4.010227.00, mk4.009990.01, mk4.003125.00, mk4.008348.00, mk4.017747.00, mk4.007859.01	429575_stm.5873.faa	429575_stm.5873.faa.msa	429575_stm.5873.faa.msa.tree.	S. mediterranea
F16849_STM_G1	mk4.000485.13, mk4.000485.16	429580_stm.5878.faa	429580_stm.5878.faa.msa	429580_stm.5878.faa.msa.tree.	S. mediterranea
F16850_STM_G1	mk4.000468.03, mk4.029000.01	429585_stm.5883.faa	429585_stm.5883.faa.msa	429585_stm.5883.faa.msa.tree.	S. mediterranea
F16851_STM_G1	mk4.000491.03, mk4.000491.07	429614_stm.5912.faa	429614_stm.5912.faa.msa	429614_stm.5912.faa.msa.tree.	S. mediterranea
F16852_STM_G1	mk4.016273.00, mk4.023769.00	429645_stm.5943.faa	429645_stm.5943.faa.msa	429645_stm.5943.faa.msa.tree.	S. mediterranea
F16853_STM_G1	mk4.003444.04, mk4.000332.02	429650_stm.5948.faa	429650_stm.5948.faa.msa	429650_stm.5948.faa.msa.tree.	S. mediterranea
F16854_STM_G1	mk4.003072.05, mk4.016364.00, mk4.013967.00	429652_stm.5950.faa	429652_stm.5950.faa.msa	429652_stm.5950.faa.msa.tree.	S. mediterranea
F16855_STM_G1	mk4.010402.00, mk4.015830.00	429654_stm.5952.faa	429654_stm.5952.faa.msa	429654_stm.5952.faa.msa.tree.	S. mediterranea
F16856_STM_G1	mk4.002739.03, mk4.001212.03	429672_stm.5970.faa	429672_stm.5970.faa.msa	429672_stm.5970.faa.msa.tree.	S. mediterranea
F16857_STM_G1	mk4.000224.10, mk4.032489.00, mk4.009131.00	429674_stm.5972.faa	429674_stm.5972.faa.msa	429674_stm.5972.faa.msa.tree.	S. mediterranea
F16858_STM_G1	mk4.008165.01, mk4.001698.04, mk4.012701.00, mk4.000295.09	429684_stm.5982.faa	429684_stm.5982.faa.msa	429684_stm.5982.faa.msa.tree.	S. mediterranea
F16859_STM_G1	mk4.026665.00, mk4.001612.03, mk4.006424.00, mk4.023558.00, mk4.000224.07	429685_stm.5983.faa	429685_stm.5983.faa.msa	429685_stm.5983.faa.msa.tree.	S. mediterranea
F16860_STM_G1	mk4.003011.00, mk4.004007.01, mk4.000127.12	429721_stm.6019.faa	429721_stm.6019.faa.msa	429721_stm.6019.faa.msa.tree.	S. mediterranea
F16861_STM_G1	mk4.000668.09, mk4.000668.08	429730_stm.6028.faa	429730_stm.6028.faa.msa	429730_stm.6028.faa.msa.tree.	S. mediterranea
F16862_STM_G1	mk4.000714.01, mk4.016832.00, mk4.009212.00, mk4.019448.00, mk4.007547.00, mk4.028183.00	429745_stm.6043.faa	429745_stm.6043.faa.msa	429745_stm.6043.faa.msa.tree.	S. mediterranea
F16863_STM_G1	mk4.005659.01, mk4.014027.00, mk4.000092.04	429747_stm.6045.faa	429747_stm.6045.faa.msa	429747_stm.6045.faa.msa.tree.	S. mediterranea
F16864_STM_G1	mk4.048418.00, mk4.026656.01	429752_stm.6050.faa	429752_stm.6050.faa.msa	429752_stm.6050.faa.msa.tree.	S. mediterranea
F16865_STM_G1	mk4.008649.01, mk4.012600.00	429753_stm.6051.faa	429753_stm.6051.faa.msa	429753_stm.6051.faa.msa.tree.	S. mediterranea
F16866_STM_G1	mk4.012742.00, mk4.011937.01	429759_stm.6057.faa	429759_stm.6057.faa.msa	429759_stm.6057.faa.msa.tree.	S. mediterranea
F16868_STM_G1	mk4.012997.01, mk4.033329.00	429814_stm.6112.faa	429814_stm.6112.faa.msa	429814_stm.6112.faa.msa.tree.	S. mediterranea
F16869_STM_G1	mk4.019942.04, mk4.021486.00	429819_stm.6117.faa	429819_stm.6117.faa.msa	429819_stm.6117.faa.msa.tree.	S. mediterranea
F16870_STM_G1	mk4.009486.00, mk4.010116.02	429825_stm.6123.faa	429825_stm.6123.faa.msa	429825_stm.6123.faa.msa.tree.	S. mediterranea
F16871_STM_G1	mk4.008106.02, mk4.009267.00, mk4.040459.00	429830_stm.6128.faa	429830_stm.6128.faa.msa	429830_stm.6128.faa.msa.tree.	S. mediterranea
F16872_STM_G1	mk4.029862.01, mk4.039846.01, mk4.004969.00, mk4.021790.03	429847_stm.6145.faa	429847_stm.6145.faa.msa	429847_stm.6145.faa.msa.tree.	S. mediterranea
F16873_STM_G1	mk4.003616.01, mk4.007585.01	429855_stm.6153.faa	429855_stm.6153.faa.msa	429855_stm.6153.faa.msa.tree.	S. mediterranea
F16874_STM_G1	mk4.001085.01, mk4.025004.00, mk4.010913.00	429861_stm.6159.faa	429861_stm.6159.faa.msa	429861_stm.6159.faa.msa.tree.	S. mediterranea
F16876_STM_G1	mk4.002172.02, mk4.004230.05	429882_stm.6180.faa	429882_stm.6180.faa.msa	429882_stm.6180.faa.msa.tree.	S. mediterranea
F16877_STM_G1	mk4.008967.01, mk4.025011.01	429889_stm.6187.faa	429889_stm.6187.faa.msa	429889_stm.6187.faa.msa.tree.	S. mediterranea
F16878_STM_G1	mk4.021966.00, mk4.016110.00	429897_stm.6195.faa	429897_stm.6195.faa.msa	429897_stm.6195.faa.msa.tree.	S. mediterranea
F16879_STM_G1	mk4.008106.01, mk4.017970.00	429898_stm.6196.faa	429898_stm.6196.faa.msa	429898_stm.6196.faa.msa.tree.	S. mediterranea
F16880_STM_G1	mk4.011530.00, mk4.008749.00, mk4.000020.07, mk4.005700.02	429926_stm.6224.faa	429926_stm.6224.faa.msa	429926_stm.6224.faa.msa.tree.	S. mediterranea
F16881_STM_G1	mk4.000418.06, mk4.007761.00, mk4.001663.00	429933_stm.6231.faa	429933_stm.6231.faa.msa	429933_stm.6231.faa.msa.tree.	S. mediterranea
F16882_STM_G1	mk4.001405.00, mk4.025602.00	429940_stm.6238.faa	429940_stm.6238.faa.msa	429940_stm.6238.faa.msa.tree.	S. mediterranea
F16883_STM_G1	mk4.010882.02, mk4.004598.00, mk4.022203.01, mk4.019570.01, mk4.003118.01, mk4.001950.00	429947_stm.6245.faa	429947_stm.6245.faa.msa	429947_stm.6245.faa.msa.tree.	S. mediterranea
F16884_STM_G1	mk4.002600.02, mk4.000062.13	429962_stm.6260.faa	429962_stm.6260.faa.msa	429962_stm.6260.faa.msa.tree.	S. mediterranea
F16885_STM_G1	mk4.023765.00, mk4.003548.03	429964_stm.6262.faa	429964_stm.6262.faa.msa	429964_stm.6262.faa.msa.tree.	S. mediterranea
F16886_STM_G1	mk4.023649.00, mk4.017220.00	429974_stm.6272.faa	429974_stm.6272.faa.msa	429974_stm.6272.faa.msa.tree.	S. mediterranea
F16887_STM_G1	mk4.033436.00, mk4.003986.00, mk4.020071.02	429985_stm.6283.faa	429985_stm.6283.faa.msa	429985_stm.6283.faa.msa.tree.	S. mediterranea
F16888_STM_G1	mk4.007648.02, mk4.015305.01	430001_stm.6299.faa	430001_stm.6299.faa.msa	430001_stm.6299.faa.msa.tree.	S. mediterranea
F16890_STM_G1	mk4.007303.03, mk4.008113.11	430015_stm.6313.faa	430015_stm.6313.faa.msa	430015_stm.6313.faa.msa.tree.	S. mediterranea
F16891_STM_G1	mk4.029721.01, mk4.027391.00	430021_stm.6319.faa	430021_stm.6319.faa.msa	430021_stm.6319.faa.msa.tree.	S. mediterranea
F16892_STM_G1	mk4.007622.01, mk4.004338.00, mk4.002518.06	430037_stm.6335.faa	430037_stm.6335.faa.msa	430037_stm.6335.faa.msa.tree.	S. mediterranea
F16893_STM_G1	mk4.013142.00, mk4.017793.00	430040_stm.6338.faa	430040_stm.6338.faa.msa	430040_stm.6338.faa.msa.tree.	S. mediterranea
F16894_STM_G1	mk4.003120.00, mk4.000021.06, mk4.002983.05, mk4.004362.00, mk4.002867.00, mk4.017512.02	430042_stm.6340.faa	430042_stm.6340.faa.msa	430042_stm.6340.faa.msa.tree.	S. mediterranea
F16895_STM_G1	mk4.015808.00, mk4.007218.01	430043_stm.6341.faa	430043_stm.6341.faa.msa	430043_stm.6341.faa.msa.tree.	S. mediterranea
F16896_STM_G1	mk4.000791.00, mk4.010433.00, mk4.025675.00	430049_stm.6347.faa	430049_stm.6347.faa.msa	430049_stm.6347.faa.msa.tree.	S. mediterranea
F16897_STM_G1	mk4.002159.01, mk4.001156.04, mk4.008532.00	430065_stm.6363.faa	430065_stm.6363.faa.msa	430065_stm.6363.faa.msa.tree.	S. mediterranea
F16898_STM_G1	mk4.002508.01, mk4.002372.03	430068_stm.6366.faa	430068_stm.6366.faa.msa	430068_stm.6366.faa.msa.tree.	S. mediterranea
F16899_STM_G1	mk4.000538.12, mk4.003998.02, mk4.000538.04, mk4.000538.00	430086_stm.6384.faa	430086_stm.6384.faa.msa	430086_stm.6384.faa.msa.tree.	S. mediterranea
F16900_STM_G1	mk4.002589.05, mk4.019111.00	430098_stm.6396.faa	430098_stm.6396.faa.msa	430098_stm.6396.faa.msa.tree.	S. mediterranea
F16902_STM_G1	mk4.000306.07, mk4.000689.01	430101_stm.6399.faa	430101_stm.6399.faa.msa	430101_stm.6399.faa.msa.tree.	S. mediterranea
F16903_STM_G1	mk4.019773.00, mk4.026956.00	430105_stm.6403.faa	430105_stm.6403.faa.msa	430105_stm.6403.faa.msa.tree.	S. mediterranea
F16904_STM_G1	mk4.024730.00, mk4.002279.10	430124_stm.6422.faa	430124_stm.6422.faa.msa	430124_stm.6422.faa.msa.tree.	S. mediterranea
F16905_STM_G1	mk4.006432.01, mk4.008001.00	430125_stm.6423.faa	430125_stm.6423.faa.msa	430125_stm.6423.faa.msa.tree.	S. mediterranea
F16906_STM_G1	mk4.002255.01, mk4.018825.00	430137_stm.6435.faa	430137_stm.6435.faa.msa	430137_stm.6435.faa.msa.tree.	S. mediterranea
F16907_STM_G1	mk4.008837.00, mk4.032015.00	430147_stm.6445.faa	430147_stm.6445.faa.msa	430147_stm.6445.faa.msa.tree.	S. mediterranea
F16908_STM_G1	mk4.006155.02, mk4.000394.01	430155_stm.6453.faa	430155_stm.6453.faa.msa	430155_stm.6453.faa.msa.tree.	S. mediterranea
F16909_STM_G1	mk4.002460.00, mk4.015331.00, mk4.040195.00, mk4.004887.08, mk4.009605.00	430160_stm.6458.faa	430160_stm.6458.faa.msa	430160_stm.6458.faa.msa.tree.	S. mediterranea
F16910_STM_G1	mk4.006038.00, mk4.006166.00	430161_stm.6459.faa	430161_stm.6459.faa.msa	430161_stm.6459.faa.msa.tree.	S. mediterranea
F16911_STM_G1	mk4.000554.00, mk4.000995.09, mk4.001826.01	430171_stm.6469.faa	430171_stm.6469.faa.msa	430171_stm.6469.faa.msa.tree.	S. mediterranea
F16912_STM_G1	mk4.011781.03, mk4.008973.01	430175_stm.6473.faa	430175_stm.6473.faa.msa	430175_stm.6473.faa.msa.tree.	S. mediterranea
F16913_STM_G1	mk4.005289.00, mk4.004249.02	430176_stm.6474.faa	430176_stm.6474.faa.msa	430176_stm.6474.faa.msa.tree.	S. mediterranea
F16914_STM_G1	mk4.030466.00, mk4.001304.05, mk4.016389.00	430181_stm.6479.faa	430181_stm.6479.faa.msa	430181_stm.6479.faa.msa.tree.	S. mediterranea
F16915_STM_G1	mk4.017469.02, mk4.006715.03	430204_stm.6502.faa	430204_stm.6502.faa.msa	430204_stm.6502.faa.msa.tree.	S. mediterranea
F16916_STM_G1	mk4.012254.00, mk4.002173.05	430208_stm.6506.faa	430208_stm.6506.faa.msa	430208_stm.6506.faa.msa.tree.	S. mediterranea
F16917_STM_G1	mk4.016348.03, mk4.016540.00	430239_stm.6537.faa	430239_stm.6537.faa.msa	430239_stm.6537.faa.msa.tree.	S. mediterranea
F16918_STM_G1	mk4.002967.03, mk4.011786.01	430244_stm.6542.faa	430244_stm.6542.faa.msa	430244_stm.6542.faa.msa.tree.	S. mediterranea
F16919_STM_G1	mk4.011002.01, mk4.013308.01	430249_stm.6547.faa	430249_stm.6547.faa.msa	430249_stm.6547.faa.msa.tree.	S. mediterranea
F16920_STM_G1	mk4.008842.06, mk4.055337.00	430258_stm.6556.faa	430258_stm.6556.faa.msa	430258_stm.6556.faa.msa.tree.	S. mediterranea
F16921_STM_G1	mk4.000135.06, mk4.000135.07	430279_stm.6577.faa	430279_stm.6577.faa.msa	430279_stm.6577.faa.msa.tree.	S. mediterranea
F16922_STM_G1	mk4.000467.05, mk4.006790.00	430289_stm.6587.faa	430289_stm.6587.faa.msa	430289_stm.6587.faa.msa.tree.	S. mediterranea
F16924_STM_G1	mk4.018021.00, mk4.003185.00	430305_stm.6603.faa	430305_stm.6603.faa.msa	430305_stm.6603.faa.msa.tree.	S. mediterranea
F16925_STM_G1	mk4.029407.00, mk4.003103.02	430306_stm.6604.faa	430306_stm.6604.faa.msa	430306_stm.6604.faa.msa.tree.	S. mediterranea
F16926_STM_G1	mk4.000957.01, mk4.000957.03	430308_stm.6606.faa	430308_stm.6606.faa.msa	430308_stm.6606.faa.msa.tree.	S. mediterranea
F16927_STM_G1	mk4.031494.00, mk4.021433.00	430312_stm.6610.faa	430312_stm.6610.faa.msa	430312_stm.6610.faa.msa.tree.	S. mediterranea
F16928_STM_G1	mk4.001312.04, mk4.001312.05	430315_stm.6613.faa	430315_stm.6613.faa.msa	430315_stm.6613.faa.msa.tree.	S. mediterranea
F16929_STM_G1	mk4.018759.00, mk4.000480.03	430321_stm.6619.faa	430321_stm.6619.faa.msa	430321_stm.6619.faa.msa.tree.	S. mediterranea
F16930_STM_G1	mk4.000023.10, mk4.000023.03	430327_stm.6625.faa	430327_stm.6625.faa.msa	430327_stm.6625.faa.msa.tree.	S. mediterranea
F16931_STM_G1	mk4.002596.01, mk4.000610.06, mk4.000688.04, mk4.002922.00, mk4.002800.00, mk4.000124.05, mk4.001314.04	430329_stm.6627.faa	430329_stm.6627.faa.msa	430329_stm.6627.faa.msa.tree.	S. mediterranea
F16932_STM_G1	mk4.025648.00, mk4.023812.01	430331_stm.6629.faa	430331_stm.6629.faa.msa	430331_stm.6629.faa.msa.tree.	S. mediterranea
F16933_STM_G1	mk4.025625.00, mk4.029419.00	430345_stm.6643.faa	430345_stm.6643.faa.msa	430345_stm.6643.faa.msa.tree.	S. mediterranea
F16934_STM_G1	mk4.003683.03, mk4.000818.06	430352_stm.6650.faa	430352_stm.6650.faa.msa	430352_stm.6650.faa.msa.tree.	S. mediterranea
F16935_STM_G1	mk4.011251.00, mk4.024741.01, mk4.011839.02	430354_stm.6652.faa	430354_stm.6652.faa.msa	430354_stm.6652.faa.msa.tree.	S. mediterranea
F16936_STM_G1	mk4.010143.02, mk4.023345.01, mk4.000069.01	430356_stm.6654.faa	430356_stm.6654.faa.msa	430356_stm.6654.faa.msa.tree.	S. mediterranea
F16937_STM_G1	mk4.000709.08, mk4.000785.07	430374_stm.6672.faa	430374_stm.6672.faa.msa	430374_stm.6672.faa.msa.tree.	S. mediterranea
F16938_STM_G1	mk4.003098.01, mk4.009508.00	430384_stm.6682.faa	430384_stm.6682.faa.msa	430384_stm.6682.faa.msa.tree.	S. mediterranea
F16939_STM_G1	mk4.000492.00, mk4.019555.00	430385_stm.6683.faa	430385_stm.6683.faa.msa	430385_stm.6683.faa.msa.tree.	S. mediterranea
F16942_STM_G1	mk4.005316.03, mk4.004131.00, mk4.005473.04	430406_stm.6704.faa	430406_stm.6704.faa.msa	430406_stm.6704.faa.msa.tree.	S. mediterranea
F16943_STM_G1	mk4.023082.00, mk4.016626.00	430409_stm.6707.faa	430409_stm.6707.faa.msa	430409_stm.6707.faa.msa.tree.	S. mediterranea
F16944_STM_G1	mk4.008263.03, mk4.010073.01	430410_stm.6708.faa	430410_stm.6708.faa.msa	430410_stm.6708.faa.msa.tree.	S. mediterranea
F16945_STM_G1	mk4.002248.05, mk4.006587.00, mk4.017893.00, mk4.006999.03	430411_stm.6709.faa	430411_stm.6709.faa.msa	430411_stm.6709.faa.msa.tree.	S. mediterranea
F16946_STM_G1	mk4.026566.00, mk4.004232.02	430416_stm.6714.faa	430416_stm.6714.faa.msa	430416_stm.6714.faa.msa.tree.	S. mediterranea
F16947_STM_G1	mk4.004537.00, mk4.001807.03, mk4.000214.03, mk4.000174.09, mk4.004065.00, mk4.008158.00, mk4.006325.02, mk4.021377.01	430425_stm.6723.faa	430425_stm.6723.faa.msa	430425_stm.6723.faa.msa.tree.	S. mediterranea
F16948_STM_G1	mk4.000393.03, mk4.001791.05, mk4.024938.00, mk4.026072.01	430433_stm.6731.faa	430433_stm.6731.faa.msa	430433_stm.6731.faa.msa.tree.	S. mediterranea
F16949_STM_G1	mk4.017597.01, mk4.026268.03	430435_stm.6733.faa	430435_stm.6733.faa.msa	430435_stm.6733.faa.msa.tree.	S. mediterranea
F16950_STM_G1	mk4.001455.04, mk4.004905.04	430442_stm.6740.faa	430442_stm.6740.faa.msa	430442_stm.6740.faa.msa.tree.	S. mediterranea
F16951_STM_G1	mk4.004164.02, mk4.018669.00	430448_stm.6746.faa	430448_stm.6746.faa.msa	430448_stm.6746.faa.msa.tree.	S. mediterranea
F16952_STM_G1	mk4.016174.00, mk4.075691.00	430458_stm.6756.faa	430458_stm.6756.faa.msa	430458_stm.6756.faa.msa.tree.	S. mediterranea
F16953_STM_G1	mk4.010772.02, mk4.030686.01, mk4.004070.01, mk4.004845.01, mk4.007205.04	430462_stm.6760.faa	430462_stm.6760.faa.msa	430462_stm.6760.faa.msa.tree.	S. mediterranea
F16954_STM_G1	mk4.014934.00, mk4.008692.00	430467_stm.6765.faa	430467_stm.6765.faa.msa	430467_stm.6765.faa.msa.tree.	S. mediterranea
F16955_STM_G1	mk4.005950.00, mk4.011368.03, mk4.003463.04, mk4.000267.13, mk4.005950.02	430470_stm.6768.faa	430470_stm.6768.faa.msa	430470_stm.6768.faa.msa.tree.	S. mediterranea
F16956_STM_G1	mk4.020373.00, mk4.013693.01	430474_stm.6772.faa	430474_stm.6772.faa.msa	430474_stm.6772.faa.msa.tree.	S. mediterranea
F16957_STM_G1	mk4.015384.00, mk4.000884.07, mk4.000884.08, mk4.002945.00	430476_stm.6774.faa	430476_stm.6774.faa.msa	430476_stm.6774.faa.msa.tree.	S. mediterranea
F16958_STM_G1	mk4.011018.00, mk4.004015.02	430477_stm.6775.faa	430477_stm.6775.faa.msa	430477_stm.6775.faa.msa.tree.	S. mediterranea
F16959_STM_G1	mk4.007939.00, mk4.010240.00	430486_stm.6784.faa	430486_stm.6784.faa.msa	430486_stm.6784.faa.msa.tree.	S. mediterranea
F16960_STM_G1	mk4.026893.00, mk4.012043.00	430497_stm.6795.faa	430497_stm.6795.faa.msa	430497_stm.6795.faa.msa.tree.	S. mediterranea
F16961_STM_G1	mk4.016404.00, mk4.002079.02, mk4.007134.00, mk4.001322.04, mk4.008180.00, mk4.003996.00, mk4.001393.00	430500_stm.6798.faa	430500_stm.6798.faa.msa	430500_stm.6798.faa.msa.tree.	S. mediterranea
F16962_STM_G1	mk4.005937.00, mk4.000770.11, mk4.001269.02	430519_stm.6817.faa	430519_stm.6817.faa.msa	430519_stm.6817.faa.msa.tree.	S. mediterranea
F16963_STM_G1	mk4.002225.02, mk4.033001.00, mk4.036647.01, mk4.008916.01, mk4.023423.02, mk4.021535.00, mk4.009929.02	430533_stm.6831.faa	430533_stm.6831.faa.msa	430533_stm.6831.faa.msa.tree.	S. mediterranea
F16964_STM_G1	mk4.008757.00, mk4.009361.00	430534_stm.6832.faa	430534_stm.6832.faa.msa	430534_stm.6832.faa.msa.tree.	S. mediterranea
F16965_STM_G1	mk4.017365.01, mk4.002088.01, mk4.018714.00	430543_stm.6841.faa	430543_stm.6841.faa.msa	430543_stm.6841.faa.msa.tree.	S. mediterranea
F16966_STM_G1	mk4.011356.02, mk4.007955.01	430550_stm.6848.faa	430550_stm.6848.faa.msa	430550_stm.6848.faa.msa.tree.	S. mediterranea
F16967_STM_G1	mk4.001013.00, mk4.023965.00	430557_stm.6855.faa	430557_stm.6855.faa.msa	430557_stm.6855.faa.msa.tree.	S. mediterranea
F16968_STM_G1	mk4.008036.00, mk4.008100.00, mk4.005949.01, mk4.002522.02	430560_stm.6858.faa	430560_stm.6858.faa.msa	430560_stm.6858.faa.msa.tree.	S. mediterranea
F16969_STM_G1	mk4.000193.18, mk4.000193.20, mk4.003862.00, mk4.002566.05, mk4.001409.04, mk4.000290.08	430563_stm.6861.faa	430563_stm.6861.faa.msa	430563_stm.6861.faa.msa.tree.	S. mediterranea
F16970_STM_G1	mk4.004183.02, mk4.014866.00	430576_stm.6874.faa	430576_stm.6874.faa.msa	430576_stm.6874.faa.msa.tree.	S. mediterranea
F16971_STM_G1	mk4.000738.01, mk4.004051.01	430602_stm.6900.faa	430602_stm.6900.faa.msa	430602_stm.6900.faa.msa.tree.	S. mediterranea
F16972_STM_G1	mk4.009042.02, mk4.001171.07	430604_stm.6902.faa	430604_stm.6902.faa.msa	430604_stm.6902.faa.msa.tree.	S. mediterranea
F16973_STM_G1	mk4.032889.00, mk4.018961.00, mk4.032105.00, mk4.009608.02, mk4.000301.11	430623_stm.6921.faa	430623_stm.6921.faa.msa	430623_stm.6921.faa.msa.tree.	S. mediterranea
F16974_STM_G1	mk4.005830.02, mk4.003482.04	430625_stm.6923.faa	430625_stm.6923.faa.msa	430625_stm.6923.faa.msa.tree.	S. mediterranea
F16977_STM_G1	mk4.000420.00, mk4.006986.00	430665_stm.6963.faa	430665_stm.6963.faa.msa	430665_stm.6963.faa.msa.tree.	S. mediterranea
F16978_STM_G1	mk4.031587.00, mk4.003946.02, mk4.002801.02, mk4.001066.04	430668_stm.6966.faa	430668_stm.6966.faa.msa	430668_stm.6966.faa.msa.tree.	S. mediterranea
F16979_STM_G1	mk4.018126.01, mk4.002366.01	430671_stm.6969.faa	430671_stm.6969.faa.msa	430671_stm.6969.faa.msa.tree.	S. mediterranea
F16980_STM_G1	mk4.000597.04, mk4.011201.00	430694_stm.6992.faa	430694_stm.6992.faa.msa	430694_stm.6992.faa.msa.tree.	S. mediterranea
F16981_STM_G1	mk4.011730.02, mk4.028595.01	430696_stm.6994.faa	430696_stm.6994.faa.msa	430696_stm.6994.faa.msa.tree.	S. mediterranea
F16982_STM_G1	mk4.002568.05, mk4.001788.03	430699_stm.6997.faa	430699_stm.6997.faa.msa	430699_stm.6997.faa.msa.tree.	S. mediterranea
F16983_STM_G1	mk4.013744.00, mk4.000172.12, mk4.008419.00, mk4.000270.01, mk4.023824.02	430703_stm.7001.faa	430703_stm.7001.faa.msa	430703_stm.7001.faa.msa.tree.	S. mediterranea
F16984_STM_G1	mk4.006427.00, mk4.021973.00	430709_stm.7007.faa	430709_stm.7007.faa.msa	430709_stm.7007.faa.msa.tree.	S. mediterranea
